componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
dotnet-sdk		[]		[]			[]	sdk	[]	#dotnet-sdk	#dotnet-sdk	#dotnet-sdk	customerfirstqda	false		[]		[]	QlikSense.NetSDK	[]	sdk	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		dotnet-sdk: component has 8 critical and high Dependendabot alerts, 	dotnet-sdk: component has 8 high Dependendabot alerts, dotnet-sdk: Dependabot is not configured for component, 	core,	true
dotnet-service-kit		[]		[]			[]		[]	#dotnet-service-kit	#dotnet-service-kit	#dotnet-service-kit	toolkits-and-deployments	false		[]		[]	Qlik.ServiceKit	[]	dotnet-service-kit	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		ankit-ghub	Utility library for common base functionalities used in Qlik Cloud Native .NET services		[]					false	false				core,	true
download-service		[]		[]			[]		[]	#mobile_desktop_triad	#mobile_desktop_triad	#mobile_desktop_triad	mobile-desktop	false	downloadprepservice	[]		[]		[]	downloadprepservice	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		download-service: component has 5 critical and high Dependendabot alerts, 	download-service: component has 3 high Dependendabot alerts, download-service: Dependabot is not configured for component, 	core,	true
dragoman.js		[]		[]			[]		[]	#visualization_and_authoring_public	#visualization_and_authoring_public	#visualization_and_authoring_public	visualizations-authoring	false		[]	dragoman	[]		[]	dragoman.js	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
driver-setup		[]		[]			[]		[]	#qdi-replicate	#qdi-replicate	#qdi-replicate	adi-replicate-engine	false		[]		[]	Replicate.drivers	[]	driver-setup	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			driver-setup: Dependabot is not configured for component, 	core,	true
dynatrace-oneagent		[]		[]		dynatrace-oneagent	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	dynatrace-oneagent	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	masaruhoshi			[]					false	false				core,	true
dynatrace-operator		[]		[]		dynatrace-operator	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	dynatrace-operator	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	masaruhoshi			[]					false	false				core,	true
ec-jdbc-drivers		[]		[]			[]	ec-jdbc-drivers	[]	#connector-jdbc-sdk	#enterprise_connectors	#connector-jdbc-sdk	enterprise-connectors	false		[]		[]		[]	ec-jdbc-drivers	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		ElenaStepchenkova			[]					false	false				core,	true
ec-odbc-drivers		[]		[]			[]	ec-odbc-drivers	[]	#connector-odbc-sdk	#enterprise_connectors	#connector-odbc-sdk	enterprise-connectors	false		[]		[]		[]	ec-odbc-drivers	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		ElenaStepchenkova			[]					false	false				core,	true
edge-auth		[]	edge-auth	[]		edge-auth	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	edge-auth	required	not-applicable	required	required	required	required	required	required	required					required	required		zach-chai			[]	authentication	https://metrics.qlikcloud.io/d/C5Dr4KIik/edge-auth-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/edge-auth/Playbook.md		false	false			edge-auth: component is part of QCS or QCG but keys operator is not enabled, , edge-auth: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), edge-auth: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-01-17 13:14:11 +0000 UTC), 	core,authentication	true
elastic-encryption		[]	encryption	[]		encryption	[]		[]	#elastic_encryption	#elastic_encryption_deployments	#elastic_encryption	catalog-ui	false		[]		[]		[]	elastic-encryption	required	not-applicable	required	required	required	required	required	required	required					required	required		DeeptimanQlik	Encryption service for Elastic services		[]	qcs-infra	https://metrics.qlikcloud.io/d/fJK8Gyomz/encryption-metrics?orgId=1	https://github.com/qlik-trial/elastic-encryption/blob/master/docs/playbook.md		false	false			elastic-encryption: component is part of QCS or QCG but keys operator is not enabled, , elastic-encryption: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2019-12-02 13:40:11 +0000 UTC), 	core,qcs-infra	true
elastic-infra		[]		[]		elastic-infra	[]		[]	#elastic_infra	#elastic_infra	#elastic_infra	devsecops	false		[]		[]		[]	elastic-infra	required	not-applicable	not-applicable	required	required	required	required	required	not-applicable					not-applicable	not-applicable		richgerrard			[]	qcs-infra				true	false			elastic-infra: Dependabot is not configured for component, 	core,qcs-infra	true
elastic-infra-alb		[]		[]		elastic-infra-alb	[]		[]	#elastic_infra	#elastic_infra	#elastic_infra	devsecops	false		[]		[]		[]	elastic-infra-alb	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable		felipeqlik			[]	qcs-infra				true	false			elastic-infra-alb: Dependabot is not configured for component, 	core,qcs-infra	true
elastic-system-test		[]	elastic-system-test	[]			[]		[]	#elastic-system-test	#elastic-system-test	#sta_alerts	system-test	false		[]		[]		[]	elastic-system-test	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	NicoleWard			[]					false	false				core,	true
encoder		[]		[]			[]		[]	#frontend-development	#viz_properties_pub	#frontend-development	visualizations-properties	false		[]	encoder	[]		[]	encoder	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
engine		[]	engine	[]		engine	[]	engine	[]	#dev_qlikengine	#engine_release	#engine-devops-alerts_	engine	false		[]	engine-definition	[]		[]	engine	required	required	required	required	required	required	required	required	required		not-applicable	not-applicable		required	required		magnushakansson	The QIX Engine		[]	analytics	https://metrics.qlikcloud.io/d/QiYkNhdnk/engine-deployments?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/engine/engine_playbook.md		false	false				core,analytics	true
engine-crds		[]		[]		engine-crds	[]		[]	#qix-sessions	#qix-sessions	#qix-sessions	app-placement-reload	false		[]		[]		[]	engine-crds	required	not-applicable	not-applicable	required	required	required	required	required	not-applicable					required	not-applicable		mattharr013			[]	analytics				true	false				core,analytics	true
engine-proxy		[]	engine-proxy	[]		engine-proxy	[]		[]	#app_placement_reload	#engine_proxy	#app_placement_reload_alerts	app-placement-reload	false		[]		[]		[]	engine-proxy	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		swalke05	Service for proxying requests to engines		[]	analytics	https://metrics.qlikcloud.io/d/hftckXMnk/engine-proxy-metrics	https://github.com/qlik-trial/apr-info/blob/main/atc/alerts/engine-proxy-alert-SLO-error-rate.md		false	false			engine-proxy: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-02-28 15:20:07 +0000 UTC), 	core,analytics	true
engine-qidl-compiler		[]		[]			[]	engine-qidlc-windows	[]	#dev_qlikengine	#engine_release	#dev_qlikengine	engine	false		[]		[]		[]	engine-qidl-compiler	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	KingSunSha	Engine QIDL compiler		[]					false	false				core,	true
engine-s3-trimmer		[]	engine-s3-trimmer	[]		engine-s3-trimmer	[]		[]	#dev_qlikengine	#engine_release	#dev_qlikengine	engine	false		[]		[]		[]	engine-s3-trimmer	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		magnushakansson			[]	analytics	https://metrics.qlikcloud.io/d/dpYcr1O4z/engine-s3-trimmer	https://github.com/qlik-trial/engine-s3-trimmer/blob/main/doc/playbook.md		false	false				core,analytics	true
enterprise-manager		[]		[]			[]		[]	#qdi-replicate	#qdi-replicate	#qdi-replicate	adi-replicate-engine	false		[]		[]		[]	enterprise-manager	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]				Qlik Enterprise Manager	false	false				core,	true
enterprise-scheduling-hub		[]		[]			[]		[]	#enterprise-scheduling-release	#enterprise-scheduling-release	#enterprise-scheduling-release	client-managed-sweden	false		[]		[]		[]	enterprise-scheduling-hub	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	jimzshi	hub ui parcel for enterprise scheduling		[]					false	false	qmfe	enterprise-scheduling-hub: component has 1 critical and high Dependendabot alerts, 	enterprise-scheduling-hub: has no team assigned in Jira, enterprise-scheduling-hub: component has 1 high Dependendabot alerts, enterprise-scheduling-hub: Dependabot is not configured for component, enterprise-scheduling-hub: component is part of QCS, QCG or LEF but the latest release tag (=v0.0.6) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
environments		[]	environments	[]		environments	[]		[]	#dis-core-scrumteam	#dis-core-scrumteam	#dis-core-scrumteam	dis-core	false		[]		[]		[]	environments	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		Eliyahu-Machluf			[]	data-integration				false	true				core,data-integration	true
eventing		[]	eventing	[]		eventing	[]		[]	#eventing	#eventing	#eventing	hub_features	false		[]		[]		[]	eventing	required	not-applicable	required	required	required	required	required	required	required					required	required		wichopy			[]	qcs-infra	https://metrics.qlikcloud.io/d/AjQkWzZZk/eventing-metrics?orgId=1&var-datasource=qcs-prod&var-job=eventing&var-account=qcs-prod&var-environment=prod&var-region=All&var-github_url=https:%2F%2Fgithub.com%2Fqlik-trial%2Feventing&var-timerange=$__auto_interval_timerange	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/eventing/Playbook.md		false	false			eventing: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), eventing: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-02-15 17:24:36 +0000 UTC), 	core,qcs-infra	true
expel-mdr		[]		[]		expel-mdr	[]		[]	#sre	#sre_releases	#sre	devsecops	false		[]		[]		[]	expel-mdr	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	michael-lamor			[]					false	false				core,	true
ext-auth		[]	ext-auth	[]		ext-auth	[]		[]	#licenses	#license_alerts	#licenses	license-dev	false		[]		[]		[]	ext-auth	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		larshelmer			[]					false	false				core,	true
extension-bundle-post-installer		[]		[]			[]		[]	#extensionbundles	#extensionbundles	#extensionbundles	sense-windows-platform	false	extension-bundle-post-installer	[]		[]		[]	extension-bundle-post-installer	required	not-applicable	required	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			extension-bundle-post-installer: Dependabot is not configured for component, 	core,	true
external-dns		[]		[]		external-dns	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	external-dns	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		aravandi			[]	bootstrap-infra				false	false				core,bootstrap-infra	true
feature-flags		[]	feature-flags	[]		feature-flags	[]		[]	#feature-flag-general	#bot_feature-flags_svc	#feature-flag-general	toolkits-and-deployments	false		[]		[]		[]	feature-flags	required	not-applicable	required	required	required	required	required	required	required					required	required		kenanelgaouny			[]	qcs-infra	https://metrics.qlikcloud.io/d/EuOkq1Hiz/feature-flags-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/feature-flags/Playbook.md		false	false			feature-flags: component is part of QCS or QCG but Used qlikCommonVersion (=3.4.0) does not meet criteria for required version (=3.7.2), feature-flags: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-02-15 16:09:30 +0000 UTC), 	core,qcs-infra	true
